examples/01-enterprise/01-research-assistant/config.yaml	1	0
examples/01-enterprise/02-code-review/config.yaml	0	0
examples/01-enterprise/04-financial-reports/config.yaml	0	0
examples/01-enterprise/06-competitive-intelligence/config.yaml	0	0
examples/01-enterprise/07-due-diligence-nist/config.yaml	0	0
examples/01-enterprise/08-content-marketing/config.yaml	0	0
examples/01-enterprise/09-agile-scrum-master/config.yaml	0	0
examples/01-enterprise/10-sentiment-analysis/config.yaml	0	0
examples/01-enterprise/11-translation-consensus/config.yaml	0	0
examples/01-enterprise/12-employee-onboarding/config.yaml	0	0
examples/01-enterprise/13-security-audit/config.yaml	0	0
examples/01-enterprise/14-etl-pipeline/config.yaml	0	0
examples/01-enterprise/16-interactive-qa/config.yaml	0	0
examples/02-science-research/16-prisma-meta-analysis/config.yaml	0	0
examples/02-science-research/17-scientific-debate/config.yaml	0	0
examples/02-science-research/18-academic-writing/config.yaml	0	0
examples/02-science-research/19-experimental-data/config.yaml	1	0
examples/02-science-research/20-patent-monitoring/config.yaml	0	0
examples/02-science-research/21-peer-review-calibration/config.yaml	0	0
examples/02-science-research/22-clinical-trials-encrypted/config.yaml	0	0
examples/02-science-research/23-genomic-analysis/config.yaml	0	0
examples/02-science-research/25-lab-assistant-resume/config.yaml	0	0
examples/02-science-research/26-knowledge-graph/config.yaml	0	0
examples/02-science-research/27-trend-prediction/config.yaml	0	0
examples/02-science-research/28-triple-validation/config.yaml	0	0
examples/02-science-research/29-hypothesis-generation/config.yaml	0	0
examples/02-science-research/30-adaptive-summary/config.yaml	0	0
examples/03-finance-trading/31-algo-trading/config.yaml	0	1
examples/03-finance-trading/32-fraud-detection/config.yaml	0	1
examples/03-finance-trading/34-portfolio-consensus/config.yaml	1	1
examples/03-finance-trading/35-accounting-reconciliation/config.yaml	0	1
examples/03-finance-trading/36-cash-flow-forecast/config.yaml	0	1
examples/03-finance-trading/37-kyc-aml-compliance/config.yaml	0	1
examples/03-finance-trading/38-contract-analysis/config.yaml	0	1
examples/03-finance-trading/40-invoice-processing/config.yaml	1	1
examples/03-finance-trading/41-insider-trading-detection/config.yaml	0	1
examples/03-finance-trading/42-dynamic-pricing/config.yaml	0	1
examples/03-finance-trading/44-esg-scoring/config.yaml	0	1
examples/03-finance-trading/45-stress-testing/config.yaml	0	1
examples/04-health-wellness/47-nutrition-planner/config.yaml	1	0
examples/04-health-wellness/49-medical-records-fhir/config.yaml	0	0
examples/04-health-wellness/51-care-coordination/config.yaml	0	0
examples/04-health-wellness/52-pharmacovigilance/config.yaml	0	0
examples/04-health-wellness/54-sports-coach/config.yaml	0	0
examples/05-education/56-adaptive-tutor/config.yaml	0	0
examples/05-education/57-exam-generation/config.yaml	0	0
examples/05-education/58-multi-criteria-grading/config.yaml	0	0
examples/05-education/59-nonlinear-learning-path/config.yaml	0	0
examples/05-education/62-plagiarism-detection/config.yaml	0	0
examples/05-education/63-skills-gap-mapping/config.yaml	1	0
examples/05-education/64-accessibility/config.yaml	0	0
examples/05-education/65-developer-mentoring/config.yaml	0	0
examples/06-engineering-devops/66-cicd-pipeline/config.yaml	0	0
examples/06-engineering-devops/68-database-migration/config.yaml	0	0
examples/06-engineering-devops/69-performance-analysis/config.yaml	0	0
examples/06-engineering-devops/70-versioned-documentation/config.yaml	0	0
examples/06-engineering-devops/71-cloud-audit-nist/config.yaml	1	0
examples/06-engineering-devops/72-load-testing/config.yaml	0	0
examples/06-engineering-devops/73-secure-refactoring/config.yaml	0	0
examples/06-engineering-devops/74-dependency-management/config.yaml	0	0
examples/06-engineering-devops/102-ts-codebase-documentation/config.yaml	0	0
examples/06-engineering-devops/103-ts-codebase-with-fsm/config.yaml	0	0
examples/07-creative-media/76-narrative-studio/config.yaml	0	0
examples/07-creative-media/77-podcast-production/config.yaml	0	0
examples/07-creative-media/78-synthetic-data/config.yaml	1	0
examples/07-creative-media/79-music-composition/config.yaml	0	0
examples/07-creative-media/80-art-direction/config.yaml	0	0
examples/07-creative-media/81-worldbuilding/config.yaml	0	0
examples/07-creative-media/82-newsletter-curation/config.yaml	0	0
examples/07-creative-media/84-multi-perspective-critique/config.yaml	0	0
examples/07-creative-media/85-cross-media-adaptation/config.yaml	0	0
examples/08-iot-smart-systems/86-smart-home-a2a/config.yaml	0	0
examples/08-iot-smart-systems/87-fleet-management/config.yaml	1	0
examples/08-iot-smart-systems/89-environmental-monitoring/config.yaml	0	0
examples/08-iot-smart-systems/90-energy-management/config.yaml	0	0
examples/08-iot-smart-systems/91-predictive-maintenance/config.yaml	0	0
examples/08-iot-smart-systems/92-warehouse-logistics/config.yaml	0	0
examples/08-iot-smart-systems/93-visual-quality-control/config.yaml	0	0
examples/08-iot-smart-systems/94-smart-city-traffic/config.yaml	0	0
examples/09-experimental/96-self-adaptive-crew/config.yaml	0	0
examples/09-experimental/98-legacy-code-archaeology/config.yaml	0	0
examples/09-experimental/100-civilization-simulator/config.yaml	0	0
examples/09-experimental/101-crew-of-crews/config.yaml	0	0
examples/09-experimental/102-graph-orchestration/config.yaml	0	0
